label,fallacy_example,non-fallacy_example
circular reasoning,La discriminación positiva nunca puede ser justa ni equitativa. No se puede remediar una injusticia cometiendo otra.,La discriminación positiva puede ser justa si se hace con cuidado y en circunstancias apropiadas. No se puede remediar una injusticia cometiendo otra.
circular reasoning,"A es verdadero porque B es verdadero, y B es verdadero porque A es verdadero.","A puede ser verdadero y B puede ser verdadero, pero eso no necesariamente significa que uno sea verdadero porque el otro lo sea."
circular reasoning,"A es verdadero porque B es verdadero, y B es verdadero porque C es verdadero, y C es verdadero porque A es verdadero.","A, B y C pueden ser verdaderos, pero eso no necesariamente significa que uno sea verdadero porque el otro lo sea."
circular reasoning,"La Biblia dice que Dios existe. Como la Biblia es la palabra de Dios, y Dios nunca habla en falso, entonces todo lo que dice la Biblia debe ser verdad. Por lo tanto, Dios debe existir.","La Biblia es un libro sagrado para muchas personas, pero no se puede tomar como evidencia concluyente de la existencia de Dios."
circular reasoning,"La Biblia es verdadera porque Dios existe, y Dios existe porque la Biblia lo dice.","La Biblia es un libro sagrado para muchas personas y ellas creen que su contenido es verdadero. Por lo tanto, para ellas, Dios existe y la Biblia lo dice."
circular reasoning,"El universo tiene un principio. Todo lo que tiene un principio tiene una causa. Por lo tanto, el universo tiene una causa llamada Dios.",
circular reasoning,"Sabemos que Dios existe porque podemos ver el orden perfecto de su Creación, un orden que demuestra una inteligencia sobrenatural en su diseño.",
circular reasoning,"Después de años de ignorar a Dios, a la gente le cuesta darse cuenta de lo que está bien y lo que está mal, lo que es bueno y lo que es malo.",
circular reasoning,"El asesinato es moralmente incorrecto. Por lo tanto, el aborto es moralmente incorrecto.",
circular reasoning,"Al argumentar que el aborto no es realmente un asunto moral privado, el Padre Frank A. Pavone, Director Nacional de Sacerdotes por la Vida, ha escrito que ""el aborto es nuestro problema, y el problema de cada ser humano. Somos una familia humana. Nadie puede ser neutral respecto al aborto. Implica la destrucción de todo un grupo de seres humanos"".",
circular reasoning,Las ejecuciones son morales porque debemos tener una pena de muerte para desalentar los delitos violentos.,
circular reasoning,Usted pensaría que hay que bajar los impuestos porque es republicano [y por lo tanto su argumento sobre los impuestos debe ser rechazado].,
circular reasoning,El libre comercio será bueno para este país. La razón es evidente. ¿No es obvio que las relaciones comerciales sin restricciones otorgarán a todos los sectores de esta nación los beneficios que resultan cuando hay un flujo de mercancías sin obstáculos entre los países?,
circular reasoning,"Lo que sí sé es que si una bomba sucia estalla en Wall Street y los vientos soplan en esta dirección, entonces yo y gran parte de esta parte de Brooklyn estamos posiblemente fritos. ¿Merece la pena la posible violación de los derechos de algún matón callejero psico-violento? Para mí sí.",
circular reasoning,"Mi forma de responder a los pacientes difíciles es, con mucho, la más ética porque ninguna otra forma es tan ética y es la única que es completamente ética.",
circular reasoning,fumar cigarrillos es mortal porque los cigarrillos pueden matarte,
circular reasoning,algo que mata es mortal,
circular reasoning,todos los solteros son hombres no casados,
circular reasoning,La razón por la que miles de millones de niños mueren de hambre cada año es porque vivimos en un mundo que no se preocupa.,
circular reasoning,"La razón por la que el firmamento, una estructura parecida a una tienda de campaña que impedía que las ""aguas de arriba"" inundaran la tierra como se describe en la Biblia, ya no existe hoy en día, es porque fue destruido durante el diluvio de Noé.",
circular reasoning,"La razón por la que todo el mundo quiere el nuevo muñeco ""Slap Me Silly Elmo"" es porque este es el juguete de moda de la temporada.",
circular reasoning, Definición circular: una definición que es circular.,
circular reasoning,Flippityflu: más inteligente que un Floppityflip. Floppityflip: más tonto que un Flippityflu.,
circular reasoning,Soldado Joe Bowers: ¿Qué son estos electrolitos? ¿Acaso lo sabe? Secretario de Estado: Son... ¡lo que usan para hacer Brawndo! Soldado Joe Bowers: ¿Pero por qué los usan para hacer Brawndo? Secretario de Defensa: [levanta la mano tras una pausa] Porque el Brawndo tiene electrolitos.,
circular reasoning,La Biblia es la Palabra de Dios porque Dios nos dice que lo es... en la Biblia.,
circular reasoning,Tik Tok es popular entre los adolescentes porque muchos de ellos lo utilizan.,
circular reasoning,El Sr. Casal estaba muy cansado porque no tenía energía.,
circular reasoning,"El Sr. Casal se enfermó la semana pasada, así que es probable que se deba a los estudiantes.",
circular reasoning,Las Nike son geniales porque son increíbles.,
circular reasoning,"He perdido mi teléfono en el salón, así que siempre estará en el salón cuando se pierda.",
circular reasoning,El cargador de mi teléfono está roto porque no funciona.,
circular reasoning,"Bert: ¿Cómo proyectan los ojos una imagen a tu cerebro? Ernie: Piensa en ello como un hombrecito en tu cerebro que ve la película proyectada por tus ojos. Bert: Vale, ¿pero qué ocurre en el cerebrito de tu cabeza? Ernie: Bueno, piensa que es un hombrecito en su cerebro viendo una película...",
circular reasoning,"Dicky: ¿Y cómo crees que empezó la vida? Ralphie: Sencillo.  Alienígenas de otro planeta sembraron este planeta con vida hace miles de millones de años. Dicky: Vale, pero ¿cómo empezó esa forma de vida alienígena? Ralphie: Sencillo.  Extraterrestres de otro planeta sembraron ese planeta con vida.",
circular reasoning,"Considero que cualquier discusión relativa a la limitación de la terapia es moralmente incorrecta, por eso no la acepto.",
circular reasoning,"Orador 1: Debes confiar en la Biblia porque es la Palabra de Dios. Orador 2: ¿Cómo sabes que es la Palabra de Dios? Orador 1: Porque Dios nos dice que lo es. Orador 2: ¿Dónde nos lo dice Dios? Orador 1: Aquí mismo, en la Biblia.",
circular reasoning,"Interlocutor 1: Jesús no fue realmente crucificado. Orador 2: ¿Cómo sé que eso es cierto? Orador 1: Porque el Corán lo dice. Interlocutor 2: ¿Cómo sé que el Corán es correcto? Interlocutor 1: Porque el Corán es la Palabra de Dios, y todo lo que dice es verdad. Interlocutor 2: ¿Cómo sé que es cierto? Orador 1: Porque Dios nos lo dice, aquí en el Corán.",
circular reasoning,"Debo estar diciendo la verdad, ya que no estoy mintiendo.",
circular reasoning,"Todo lo que digo es verdad. Esto es cierto porque lo dije, y todo lo que digo es cierto.",
circular reasoning,Dios existe porque la Biblia lo dice. La Biblia es una fuente fiable porque es la palabra de Dios.,
circular reasoning,Fumar marihuana va en contra de la ley porque está mal; sé que está mal porque va en contra de la ley.,
circular reasoning,"Según mi cerebro, mi cerebro es fiable.",
circular reasoning,Esta legislación es pecaminosa porque es un error.,
circular reasoning,"""Las mejores mentes de la física han estudiado física la mayor parte de su vida, ya que es necesario estudiar mucho la física para llegar a ser un físico de primera"".",
circular reasoning,"""Hay que hacer siempre lo que se dice porque seguir las reglas es importante"".",
circular reasoning,"""Es importante argumentar con lógica porque la lógica es una parte esencial de la argumentación"".",
circular reasoning,El razonamiento circular se produce cuando alguien formula un argumento en el que tanto las premisas como la conclusión tienen que depender de la veracidad de la otra.,
circular reasoning,El razonamiento circular se produce cuando alguien formula un argumento en el que tanto las premisas como la conclusión tienen que depender de la veracidad de la otra.,
circular reasoning,El razonamiento circular se produce cuando alguien formula un argumento en el que tanto las premisas como la conclusión tienen que depender de la veracidad de la otra.,
ad populum,"""A todo el mundo debería gustarle el café: ¡el 95% de los profesores lo hacen!""",A muchas personas les gusta el café: ¡el 95% de los profesores lo hacen!
ad populum,"El noventa por ciento de los encuestados dijo que McDonalds es mejor que Burger King, así que debe ser cierto.","El noventa por ciento de los encuestados dijo que McDonalds es mejor que Burger King, pero eso no prueba que sea cierto."
ad populum,Supongo que debería comprarle a mi hija de 12 años un iPhone. Todo el mundo en su nueva escuela tiene uno y quiero que encaje con los demás niños.,No sé si debería comprarle a mi hija de 12 años un iPhone. Quizás ella no quiera uno o quizás yo no pueda permitirme comprarle uno.
ad populum,"Ya sé que el profesor dijo que Los puentes de Madison County era una basura sosa y que carecía de cualquier valor artístico. Pero sigo pensando que se equivoca. Después de todo, estuvo en la lista de los más vendidos durante más de 100 semanas.",Ya sé que el profesor dijo que Los puentes de Madison County era una basura sosa y que carecía de cualquier valor artístico. Pero sigo pensando que se equivoca. Mi opinión no se basa únicamente en el hecho de que estuvo en la lista de los más vendidos durante más de 100 semanas.
